Genus_Species,Diet Breakdown Sheet Species,Synonyms,Genus_Species_Isler,Order,Suborder,Infraorder,Parvorder,Superfamily,Family,Subfamily,Species.group,High.Quality.,Subspecies,Data.quality..ok.if._.4.individuals..at.least.2m.and.2f.in.anthropoids.,Calculation.of.ECV.species.mean,Source.of.ECV,Source.of.body.mass,ECV.male.mean,ECV.female.mean,ECV.species.mean,N.ECV.male,N.ECV.female,N.ECV.species,Body.mass.male.mean,Body.mass.female.mean,Body.mass.species.mean,N.body.mass.male,N.body.mass.female,N.body.mass.species,N_Var_Total,N_Var_Male,N_Var_Female,Sp_Var_ln_ECV,M_Var_ln_ECV,F_Var_ln_ECV,Sp_Var_ln_BoM,M_Var_ln_BoM,F_Var_ln_BoM,predict.sp.ECV,predict.sp.BoM,predict.M.ECV,predict.M.BoM,predict.F.ECV,predict.F.BoM,true.sp.ECV,true.sp.BoM,true.M.ECV,true.M.BoM,true.F.ECV,true.F.BoM,H_Ni.sp,H_Ni.M,H_Ni.F,K.sp.ECV,K.sp.BoM,K.M.ECV,K.M.BoM,K.F.ECV,K.sp.BoM.1,avg_s2.sp.ECV,avg_s2.sp.BoM,avg_s2.M.ECV,avg_s2.M.BoM,avg_s2.F.ECV,avg_s2.F.BoM,var_s2.sp.ECV,var_s2.sp.BoM,var_s2.M.ECV,var_s2.M.BoM,var_s2.F.ECV,var_s2.F.BoM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galagoides_zanzibaricus,Galagoides_zanzibaricus,,Galagoides_zanzibaricus,Primates,Strepsirrhini,Lorisiformes,NA,NA,Galagidae,NA,Galago zanzibaricus group,N,NA,ok,ind,This study,Smith and Jungers 1997,3.28,3.75,3.51,3,3,6,149,137,143,34,38,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otolemur_crassicaudatus,Otolemur_crassicaudatus,,Otolemur_crassicaudatus,Primates,Strepsirrhini,Lorisiformes,NA,NA,Galagidae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997,12.25,11.06,11.78,9,6,15,1190,1110,1150,66,35,101,8,5,3,0.004765398,0.012864751,0.00619684,0.025334956,0.077981235,0.023358588,0.003908975,0.02302668,0.007591636,0.058420244,0.007049466,0.031500158,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.332222001,0.53177423,0.079556424,0.392443824,0.107440203,0.53177423,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otolemur_garnettii,Otolemur_garnettii,,Otolemur_garnettii,Primates,Strepsirrhini,Lorisiformes,NA,NA,Galagidae,NA,NA,Y,NA,ok,ind,This study,Smith and Jungers 1997,11.22,10.24,11.5,18,11,29,794,734,764,120,134,254,1,0,1,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunopithecus_hoolock,Bunopithecus_hoolock,,Bunopithecus_hoolock,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,N,NA,ok,ind,This study,"This study, same specimens as ECV measurements",111.38,105.78,110.68,7,1,8,7107,6350,6728,7,1,8,7,6,1,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylobates_agilis,Hylobates_agilis,,Hylobates_agilis,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,N,NA,ok,m/f,Pooled (this study and Hrdlicka 1925),Smith and Jungers 1997,91.4,90.93,91.16,9,7,16,5880,5820,5850,19,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylobates_klossii,Hylobates_klossii,,Hylobates_klossii,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,N,NA,ok,m/f,This study,Smith and Jungers 1997,85.43,90.55,87.99,2,4,6,5670,5920,5795,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylobates_lar,Hylobates_lar,,Hylobates_lar,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,Y,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",103.25,100.49,101.87,113,94,207,5809,5381,5595,54,40,94,94,54,40,0.002475341,0.004861676,0.005039689,0.0085459,0.020163493,0.014020107,0.002607746,0.009283007,0.00592179,0.022843942,0.005670772,0.016193911,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.868588629,0.937845253,0.533850231,0.895383076,0.70124959,0.937845253,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylobates_muelleri,Hylobates_muelleri,,Hylobates_muelleri,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,N,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",83.3,86.95,85.13,7,4,11,5632,6010,5821,6,4,10,10,6,4,0.007764692,0.012348194,0.018710574,0.009280408,0.010774037,0.026347596,0.005153283,0.013802256,0.007644101,0.030144718,0.0089199,0.031610702,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.390112839,0.593531259,0.097506219,0.446726059,0.152944131,0.593531259,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylobates_pileatus,Hylobates_pileatus,,Hylobates_pileatus,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997,91.5,83.83,84.69,1,8,9,5500,5440,5470,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus_gabriellae,Nomascus_gabriellae,,Nomascus_gabriellae,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,N,NA,ok,m/f,This study,Smith and Jungers 1997 (from N. leucogenys),121.5,117.25,119.38,2,4,6,7410,7320,7365,8,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphalangus_syndactylus,Symphalangus_syndactylus,,Symphalangus_syndactylus,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hylobatidae,NA,NA,Y,NA,ok,m/f,This study,Smith and Jungers 1997,124.56,122.45,123.5,19,19,38,11880,10710,11295,7,10,17,9,5,4,0.000994045,0.001777571,0.002198611,0.021650965,0.073230298,0.01337356,0.002580743,0.021108814,0.00670958,0.056555768,0.006394492,0.026400597,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.362478933,0.564832895,0.079556424,0.392443824,0.152944131,0.564832895,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avahi_laniger,Avahi_laniger,,Avahi_laniger,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Indriidae,NA,NA,Y,NA,ok,ind,This study,Thalmann and Geissmann 2000,10.03,10.1,9.86,3,7,14,1106,1307,1207,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indri_indri,Indri_indri,,Indri_indri,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Indriidae,NA,NA,Y,NA,ok,ind,This study,Smith and Jungers 1997,33.97,34.14,34.81,6,5,16,5830,6840,6335,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_deckenii,Propithecus_deckenii,,Propithecus_deckenii,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Indriidae,NA,Propithecus verreauxi group,N,NA,ok,ind,This study,Pastorini pers. Comm. 2007,33.85,28.95,30.15,2,4,7,3430,3633,3532,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_diadema,Propithecus_diadema,,Propithecus_diadema,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Indriidae,NA,Propithecus diadema group,N,NA,ok,ind,This study,Gordon 2006,39.09,40.51,39.8,2,2,4,6050,6210,6130,13,12,25,4,2,2,0.002606998,0.009340527,0.001087464,0.042231168,0.167087001,0.001837672,0.003328966,0.027550674,0.007182498,0.062650013,0.006807811,0.029054277,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.17574437,0.327386501,0.021151138,0.139032911,0.05676978,0.327386501,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_verreauxi,Propithecus_verreauxi,,Propithecus_verreauxi,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Indriidae,NA,Propithecus verreauxi group,N,NA,ok,ind,This study,Gordon 2006,25.8,24.92,26.21,3,1,7,2930,2980,2955,165,132,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eulemur_coronatus,Eulemur_coronatus,,Eulemur_coronatus,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997,19.71,21.91,20.65,4,3,7,1280,1080,1180,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eulemur_fulvus_fulvus,Eulemur_fulvus_fulvus,,Eulemur_fulvus_fulvus,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,Eulemur fulvus group,N,NA,ok,ind,This study,"This study, same specimens as ECV measurements",26,25.39,25.77,5,3,8,2250,2333,2292,5,3,8,5,2,3,0.001058249,0.000140258,0.004092739,0.006375074,0.024896522,0.000603774,0.002946184,0.014883372,0.006987902,0.042880857,0.006823401,0.024466651,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.221358333,0.393565943,0.021151138,0.139032911,0.107440203,0.393565943,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eulemur_macaco_macaco,Eulemur_macaco_macaco,,Eulemur_macaco_macaco,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,N,NA,ok,ind,This study,Gordon 2006,25.68,24.92,24.51,3,2,8,2350,2430,2390,48,46,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eulemur_mongoz,Eulemur_mongoz,,Eulemur_mongoz,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,Y,NA,ok,ind,This study,Pastorini pers. comm. 2007,19.59,19.69,20.17,3,7,14,1143,1282,1212,9,13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eulemur_rubriventer,Eulemur_rubriventer,,Eulemur_rubriventer,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997,26.18,26.93,26.23,1,4,8,1980,1940,1960,12,17,29,2,1,1,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hapalemur_griseus,Hapalemur_griseus,,Hapalemur_griseus,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,Y,NA,ok,ind,This study,Smith and Jungers 1997,13.97,13.99,14.09,7,6,15,748,670,709,2,2,4,1,1,0,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemur_catta,Lemur_catta,,Lemur_catta,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,Y,NA,ok,ind,This study,Smith and Jungers 1997,24.44,19.75,22.9,4,2,10,2210,2210,2210,41,24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varecia_variegata_variegata,Varecia_variegata_variegata,,Varecia_variegata_variegata,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lemuridae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997,33.97,31.17,32.12,2,4,9,3630,3520,3575,13,5,18,2,0,2,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_leucopus,Lepilemur_leucopus,,Lepilemur_leucopus,Primates,Strepsirrhini,Lemuriformes,NA,Lemuroidea,Lepilemuridae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997,6.94,6.8,6.87,3,3,9,617,594,606,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctocebus_calabarensis,Arctocebus_calabarensis,,Arctocebus_calabarensis,Primates,Strepsirrhini,Lorisiformes,NA,NA,Lorisidae,NA,NA,Y,NA,ok,ind,This study,Smith and Jungers 1997,7.21,6.53,6.92,9,11,21,312,306,309,3,9,12,2,1,1,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loris_lydekkerianus,Loris_lydekkerianus,,Loris_lydekkerianus,Primates,Strepsirrhini,Lorisiformes,NA,NA,Lorisidae,NA,NA,y,NA,ok,ind,This study,Smith and Jungers 1997,6.3,6.53,6.34,6,3,11,264,269,267,7,4,11,2,2,0,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loris_tardigradus,Loris_tardigradus,,Loris_tardigradus,Primates,Strepsirrhini,Lorisiformes,NA,NA,Lorisidae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997 (captive),5.87,5.93,5.87,2,2,5,192,193,193,10,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycticebus_coucang,Nycticebus_coucang,,Nycticebus_coucang,Primates,Strepsirrhini,Lorisiformes,NA,NA,Lorisidae,NA,NA,Y,NA,ok,ind,This study,Smith and Jungers 1997,11.01,9.54,10.13,10,16,30,679,626,653,56,44,100,15,7,8,0.003253973,0.004622668,0.008393223,0.046226008,0.091728353,0.093175678,0.003368723,0.038333196,0.006847429,0.068393939,0.007519995,0.070556681,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.498748708,0.694324555,0.114769318,0.492104123,0.296421694,0.694324555,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodicticus_potto,Perodicticus_potto,,Perodicticus_potto,Primates,Strepsirrhini,Lorisiformes,NA,NA,Lorisidae,NA,NA,Y,NA,ok,ind,This study,"This study, same specimens as ECV measurements",12.81,11.87,12.42,38,29,70,802,868,835,13,16,29,28,13,15,0.004220541,0.01062322,0.006258944,0.032785194,0.092095811,0.039044963,0.003967833,0.030484339,0.007853937,0.076332136,0.006743666,0.038100277,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.657410199,0.81414855,0.205906847,0.659610969,0.457292091,0.81414855,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacajao_calvus,Cacajao_calvus,,Cacajao_calvus,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Pitheciinae,NA,N,NA,ok,m/f,Hershkovitz 1970,Smith and Jungers 1997,77.7,74.3,76,6,9,15,3450,2880,3165,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacajao_melanocephalus,Cacajao_melanocephalus,,Cacajao_melanocephalus,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Pitheciinae,NA,N,NA,ok,m/f,This study,Smith and Jungers 1997,72.6,64.93,68.77,4,5,9,3160,2710,2935,5,6,11,4,1,3,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
